DATE,CBA,ANZ,WBC,NAB,SUN,BEN,MQG,PPT,AMP,IAG,QBE
2/01/2020,79.88,24.3557,24.19,24.57,12.94,9.85,137.53,41.02,1.915,7.58,12.85
3/01/2020,80.31,24.5343,24.36,24.72,12.99,9.89,138.37,41.38,1.92,7.61,12.96
6/01/2020,79.77,24.4351,24.34,24.55,12.78,9.82,137.63,41.4,1.91,7.48,12.8
7/01/2020,81.2,24.7525,24.62,24.9,13.04,9.93,139.51,42.22,1.9,7.62,13.04
8/01/2020,80.9,24.6633,24.54,24.82,13.02,9.93,138.5,41.68,1.86,7.6,13.05
9/01/2020,81.49,24.693,24.47,24.83,13.19,9.93,139.13,42.96,1.855,7.6,13.07
10/01/2020,82.5,24.9212,24.65,24.93,13.27,10.07,140.35,42.95,1.88,7.65,13.19
13/01/2020,82.48,24.8121,24.59,24.93,13.26,10.04,139.5,42.39,1.87,7.65,13.14
14/01/2020,83.17,25.0006,24.57,25.06,13.38,10.07,141.13,42.57,1.895,7.73,13.24
15/01/2020,83.66,25.0502,24.69,25.17,13.35,10.09,141.51,42.72,1.92,7.77,13.36
16/01/2020,84.46,25.2188,24.9,25.36,13.54,10.2,143.47,42.49,1.95,7.89,13.81
17/01/2020,84.05,25.2188,24.98,25.46,13.5,10.18,144.14,42.57,1.93,7.91,13.9
20/01/2020,83.93,25.2883,25.07,25.61,13.39,10.26,144.98,42.97,1.915,7.72,13.83
21/01/2020,83.48,25.3081,25.12,25.7,13.19,10.16,144.01,42.29,1.875,7.68,13.71
22/01/2020,84.45,25.5165,25.14,25.71,13.32,10.15,145.86,42.96,1.88,7.8,13.87
23/01/2020,84.52,25.5462,25.08,25.69,13.21,10.16,145,43.34,1.85,7.72,13.71
24/01/2020,84.94,25.695,25.21,25.8,12.99,10.29,145.86,43.29,1.86,7.3,13.77
28/01/2020,84.02,25.2585,25,25.61,12.9,10.18,143.01,41.86,1.84,7.16,13.66
29/01/2020,84.61,25.5859,25.19,25.8,12.92,10.3,144.6,42.28,1.84,7.17,13.7
30/01/2020,85.44,25.6256,25.31,25.88,12.88,10.29,145.72,41.38,1.83,7.1,13.66
31/01/2020,85.26,25.5462,25.12,25.86,12.86,10.41,144.77,42.7,1.825,7.08,13.75
3/02/2020,84.55,25.0899,24.81,25.5,12.59,10.19,141.85,41.33,1.75,7.01,13.64
4/02/2020,84.31,25.4668,24.8,25.6,12.55,10.27,143.04,42.95,1.76,7.05,13.69
5/02/2020,83.28,25.6157,24.73,25.61,12.62,10.32,144.67,43.16,1.765,6.95,13.87
6/02/2020,84.23,25.9034,25.16,25.95,12.82,10.39,146.72,43.26,1.77,7.1,14.14
7/02/2020,84.8,25.824,25.01,25.92,12.65,10.12,146.96,42.55,1.745,7.07,14.02
10/02/2020,84.32,25.7446,24.97,25.78,12.51,10.2,146.34,42.41,1.725,6.88,14.05
11/02/2020,84.72,25.9232,25.1,25.9,12.35,10.2,145.53,43.2,1.745,6.87,14.15
12/02/2020,88.18,26.1315,25.25,26.13,12.42,10.53,148.26,44.22,1.825,6.88,14.28
13/02/2020,88.73,26.2208,25.41,26.49,12.37,10.38,149.31,43.41,1.815,6.79,14.26
14/02/2020,90.99,26.3994,25.7,27.35,12.57,10.57,148.58,42.33,1.825,6.79,14.15
17/02/2020,89.46,26.3696,25.62,27.28,12.51,10.275,148.72,42.28,1.89,6.78,14.76
18/02/2020,90.26,26.4391,25.75,27.28,12.54,9.98,149.14,42.18,1.99,6.66,15.05
19/02/2020,87.83,26.5482,25.62,27.31,12.2,9.92,150.78,42.53,2.08,6.64,15.02
20/02/2020,87.85,26.8161,25.69,27.4,12.33,10,151.77,47.27,2.05,6.67,15.11
21/02/2020,88.8,27.0244,25.81,27.41,12.47,10.02,151.34,44.8,2.06,6.79,15.13
24/02/2020,87.99,26.6177,25.5,27.11,12.22,9.94,145.69,42.84,1.965,6.67,14.79
25/02/2020,86.8,26.3796,25.08,26.8,12,9.65,144.75,42.21,1.935,6.59,14.57
26/02/2020,85.35,25.8637,24.66,26.24,11.8,9.52,141.29,40.5,1.845,6.49,14.29
27/02/2020,84.43,25.328,24.33,25.89,11.71,9.47,139.42,39.74,1.77,6.57,14.18
28/02/2020,81.78,24.6335,23.64,25.1,11.34,9.19,134.83,38.36,1.675,6.38,13.59
2/03/2020,80.47,24.1474,23.19,24.47,11.22,9.01,134,37.93,1.67,6.5,13.55
3/03/2020,79.11,23.8101,22.94,24.13,11.34,8.89,135.96,38.85,1.67,6.65,13.32
4/03/2020,77.11,23.0263,22.23,23.24,11.1,8.53,132.94,35.84,1.63,6.58,12.95
5/03/2020,76.75,23.0561,22.25,23.29,11.45,8.47,137.53,36.12,1.645,6.83,12.65
6/03/2020,73.93,21.9648,21.35,22,11.2,7.78,131.93,32.9,1.575,6.63,12.17
9/03/2020,69.15,20.1096,19.52,20.14,10.44,7.04,121.5,29.8,1.415,6.36,10.9
10/03/2020,73.37,20.9628,20.54,21.1,10.74,7.43,126.55,30.51,1.47,6.69,11.22
11/03/2020,68.5,19.802,19.46,19.78,10.32,6.99,120.9,29.91,1.435,6.54,10.96
12/03/2020,63.11,18.1155,17.74,18.13,9.48,6.5,111.78,26.71,1.355,6.07,10.23
13/03/2020,66.36,18.6512,18.12,18.41,9.66,6.74,116.48,28.93,1.445,6.31,10.72
16/03/2020,59.72,16.3198,15.98,16.12,8.6,5.99,102.5,27.69,1.31,5.8,9.12
17/03/2020,67.64,18.2544,17.25,17.21,9.7,6.4,104.49,29.18,1.445,6.21,9.55
18/03/2020,63.95,16.4885,15.9,16.01,8.6,6.18,91.05,26.41,1.37,5.95,8.4
19/03/2020,60.95,14.8813,14.53,14.57,7.68,6.11,79.3,25.28,1.32,5.69,7.81
20/03/2020,59.91,15.8932,15.77,15.66,8.26,6.45,85.06,26.03,1.31,5.43,8.18
23/03/2020,54.26,13.9884,14.1,13.88,7.81,5.67,72.02,21.93,1.14,5.29,7.32
24/03/2020,57,14.7325,14.51,14.4,8.11,5.47,79.9,20.27,1.11,5.62,7.84
25/03/2020,62.4,16.4389,15.85,15.79,8.51,5.74,84.52,21.59,1.14,6.1,8.88
26/03/2020,61.8,16.5678,16.02,16.14,8.54,6.15,85.15,23.72,1.235,6.13,8.62
27/03/2020,57.66,15.3476,14.89,15.12,8.24,6,80.01,22.69,1.27,5.77,8.06
30/03/2020,63.95,16.6472,16.16,16.31,9.1,6.44,85.65,23.87,1.335,6.4,8.6
31/03/2020,61.82,16.8258,16.5,16.68,9.13,6.27,85.75,25.23,1.335,6.2,8.6
1/04/2020,63.67,16.9151,16.7,16.95,9.43,6.45,89.34,26.53,1.41,6.24,8.86
2/04/2020,61.24,16.0222,15.98,16,9.02,6.36,88.06,25.24,1.33,6.02,8.42
3/04/2020,60.11,15.665,15.51,15.62,8.93,6.17,84.3,24.4,1.21,6.22,8.56
6/04/2020,62.47,16.4091,16.35,16.47,9.3,6.31,92,26.03,1.28,6.39,8.84
7/04/2020,61.87,16.1908,16.1,16.13,9.04,6.29,92.45,26.39,1.29,6.19,8.85
8/04/2020,59.81,15.3972,15.25,15.35,8.97,6.11,92.89,26.13,1.31,6.1,8.9
9/04/2020,61.76,16.4091,15.96,16.08,9.09,6.17,99.5,27.56,1.305,6.13,9.11
14/04/2020,62.75,16.6472,16.27,16.54,9.35,6.33,101.81,28.04,1.435,6.12,#N/A N/A
15/04/2020,62.07,16.7166,16.29,16.64,9.21,6.19,100.96,28.59,1.425,6.07,8.79
16/04/2020,61.26,16.4488,15.92,16.28,9.26,5.9,99,28.5,1.435,6.27,8.74
17/04/2020,61.06,16.4289,15.87,16.39,9.32,5.92,100.41,28.18,1.46,6.32,8.8
20/04/2020,59.88,16.0222,15.52,16,9.05,5.9,100.17,28.19,1.375,6.09,8.51
21/04/2020,58.63,15.675,15.17,15.64,9.01,5.65,98.4,27.14,1.36,5.95,8.06
22/04/2020,59.25,15.8932,15.34,15.9,9.11,5.69,97.9,26.62,1.305,5.86,7.93
23/04/2020,58.83,15.8833,15.28,15.72,9.02,5.78,96.96,26.8,1.295,5.84,7.95
24/04/2020,58.88,15.8932,15.33,15.76,8.92,5.8,95.01,26.68,1.3,5.86,7.89
27/04/2020,58.88,15.5261,14.66,15.54,8.88,5.68,99,26.7,1.33,5.92,7.81
28/04/2020,58.61,15.5758,14.92,15.32,8.84,5.79,97.74,27.16,1.32,5.95,7.99
29/04/2020,61.07,16.5282,15.69,16.29,8.9,6.04,100.1,28.12,1.34,5.85,8.24
30/04/2020,62.69,16.7663,16.28,16.96,9.19,6.54,102.66,30.1,1.43,5.78,8.45
1/05/2020,58.84,15.6254,15.34,16.14,8.53,6.01,96.92,28.26,1.345,5.6,7.82
4/05/2020,59.88,16.0222,15.77,16.46,8.64,6.01,97.23,27.92,1.37,5.48,7.65
5/05/2020,60.85,16.3198,16.2,16.99,8.89,6.14,100.24,28.91,1.405,5.49,7.75
6/05/2020,60.35,16.0718,15.96,16.59,8.7,6.01,99.45,29.12,1.39,5.38,7.68
7/05/2020,59.26,15.7246,15.6,16.22,8.77,5.92,99.55,28.76,1.365,5.3,7.51
8/05/2020,59.6,15.6055,15.51,16.08,8.91,5.89,105.19,30.16,1.41,5.28,7.56
11/05/2020,60.14,15.6849,15.63,15.98,9.28,6,111.54,30.1,1.425,5.46,7.64
12/05/2020,59.71,15.3773,15.23,15.52,8.83,5.79,107.01,29.44,1.405,5.4,7.49
13/05/2020,60.85,15.4369,15.31,15.64,8.82,5.66,106.39,29.65,1.425,5.42,7.34
14/05/2020,58.9,15.0301,14.95,15.24,8.49,5.64,103.16,28.68,1.39,5.38,7.4
15/05/2020,59.6,15.3178,15.26,15.46,8.7,5.7,105.08,29,1.445,5.41,7.62
18/05/2020,58.9,15.0103,14.91,15.17,8.77,5.68,102.2,29.09,1.44,5.44,7.55
19/05/2020,59.65,15.3178,15.23,15.49,8.79,5.77,105.81,29.02,1.48,5.45,7.76
20/05/2020,60.07,15.3873,15.32,15.6,8.73,5.68,104.66,30.6,1.505,5.48,7.75
21/05/2020,59.05,15.2682,15.17,15.52,8.68,5.64,103.96,30.58,1.55,5.5,7.69
22/05/2020,58.7,15.1095,15.01,15.34,8.58,5.57,102.62,30.51,1.54,5.53,7.72
25/05/2020,58.99,15.4666,15.33,15.75,8.66,5.6,106.17,30.15,1.56,5.62,8.18
26/05/2020,61.31,16.3893,16.3,16.64,9.05,5.95,108.71,30.72,1.595,5.86,8.19
27/05/2020,64.3,17.798,17.61,17.94,9.35,6.29,110.95,31.15,1.65,6,8.54
28/05/2020,65.73,18.5917,18.39,18.79,9.36,6.55,112.71,32.05,1.695,6.16,8.88
29/05/2020,63.75,17.7484,17.22,17.81,9.23,6.15,109.97,31.27,1.63,6.11,8.83
1/06/2020,63.9,17.9072,17.36,17.95,9.19,6.21,110.49,30.59,1.675,6.03,8.74
2/06/2020,64.03,17.8774,17.2,17.88,9.3,6.46,113.31,31.2,1.73,6.01,8.51
3/06/2020,66.11,18.7703,17.95,18.7,9.47,6.8,116.1,31.55,1.765,6.23,8.95
4/06/2020,67.66,19.058,18.18,18.92,9.57,6.99,117.51,33.08,1.79,6.2,8.83
5/06/2020,68.73,19.6135,18.79,19.48,9.96,7.32,118,33.11,1.79,6.18,9.08
9/06/2020,72.2,20.8338,19.88,20.47,10.28,8.01,124.4,35,1.81,6.21,9.56
10/06/2020,71.6,20.5957,19.7,20.16,10.36,7.98,124,33.95,1.845,6.19,9.31
11/06/2020,68.44,19.3159,18.5,19.07,9.6,7.57,118.45,31.59,1.755,5.85,8.64
12/06/2020,67.32,18.7703,17.89,18.59,9.3,7.29,115.6,29.17,1.715,5.64,8.3
15/06/2020,66.3,18.2643,17.38,18.1,9,6.99,113.24,27.84,1.68,5.66,8.09
16/06/2020,69.09,19.0778,18.09,18.85,9.45,7.19,120.34,29.32,1.77,5.93,8.6
17/06/2020,69.59,19.0084,18.15,18.96,9.65,7.14,121,29.57,1.74,6.02,8.58
18/06/2020,69.01,18.929,18.09,18.78,9.76,7.16,119.78,28.78,1.745,5.92,8.89
19/06/2020,68.68,18.6016,18.17,18.67,9.51,7.13,121.53,28.57,1.755,5.99,9.05
22/06/2020,69.44,18.8199,18.26,18.77,9.63,7.2,120.61,29.75,1.765,6.08,9.01
23/06/2020,69.03,18.8298,18.14,18.66,9.63,7.06,121.57,30.4,1.905,5.95,9
24/06/2020,69.24,18.681,18.06,18.55,9.62,7.07,121.59,29.99,1.85,5.88,8.86
25/06/2020,67.65,18.1056,17.42,17.91,9.18,6.84,117.19,28.76,1.775,5.69,8.55
26/06/2020,69.27,18.6512,17.99,18.4,9.54,7.07,119.19,30.14,1.86,5.84,8.88
29/06/2020,68.58,18.4131,17.79,18.11,9.22,6.96,116.43,28.34,1.825,5.67,8.77
30/06/2020,69.42,18.4925,17.95,18.22,9.23,7.01,118.6,29.67,1.855,5.77,8.86
1/07/2020,69.88,18.7306,18.28,18.56,8.85,7.07,120.74,30.75,1.885,5.59,8.8
2/07/2020,71.1,19.1076,18.61,18.9,8.96,7.1,121.96,31.96,1.87,5.75,9.34
3/07/2020,71.57,19.0381,18.54,18.74,9.26,7,122.02,31.85,1.825,5.83,9.45
6/07/2020,71.42,18.9687,18.45,18.7,9.18,7.04,123.82,31.69,1.815,5.8,9.41
7/07/2020,71.24,18.6611,18.16,18.34,9.04,6.93,122.8,31.54,1.82,5.78,9.7
8/07/2020,70.56,18.2643,17.84,17.98,8.9,6.86,121.63,30.79,1.77,5.7,9.58
9/07/2020,70.42,18.3437,17.91,18.06,8.83,6.9,121.67,30.94,1.755,5.59,9.37
10/07/2020,70.63,18.1552,17.66,17.86,8.78,6.86,119.8,30.74,1.715,5.54,9.26
13/07/2020,72.12,18.4925,17.97,18.17,8.85,6.96,122.15,30.74,1.745,5.56,9.33
14/07/2020,71.73,18.43626667,17.83,18.1,8.93,7.05,121.5,31.31,1.745,5.59,9.29
15/07/2020,72.73,18.38003333,17.98,18.18,9.2,7.02,123.81,30.95,1.755,5.66,9.59
16/07/2020,72.64,18.3238,17.81,18.07,9.2,7.09,124.74,31.74,1.75,5.59,9.36
17/07/2020,72.6,18.3238,17.89,18.1,9.21,7.15,125.18,32.58,1.76,5.66,9.37
20/07/2020,71.99,18.1056,17.68,17.81,9.05,6.78,124.38,32.08,1.74,5.57,9.26
21/07/2020,74.43,18.5718,18.12,18.26,9.24,7.13,127.84,33.42,1.755,5.76,9.67
22/07/2020,74.13,18.4627,18.01,18.11,9.16,7.07,126.8,33.34,1.735,5.68,9.83
23/07/2020,73.74,18.4528,18.09,18.23,9.31,7.14,126.61,34.57,1.74,5.77,10.23
24/07/2020,72.86,18.1453,17.76,17.98,8.98,7.01,125.79,33.61,1.71,5.32,10.4
27/07/2020,72.49,18.0857,17.72,17.95,8.78,6.94,126.6,32.76,1.71,5.04,10.55
28/07/2020,72.21,17.927,17.46,17.9,8.75,6.96,124.57,31.91,1.69,5.04,10.41
29/07/2020,73.01,18.304,17.7,18.18,8.7,7.02,124.98,31.9,1.69,4.99,10.25
30/07/2020,73.22,18.2147,17.67,18.12,8.75,7.01,126,31.3,1.68,5.14,10.22
31/07/2020,71.2,17.8179,17.09,17.66,8.55,6.88,123.49,30.33,1.465,5.09,9.91
3/08/2020,69.93,17.0837,16.49,16.94,8.49,6.56,121.99,30.11,1.465,5.1,10.02
4/08/2020,71.5,17.3714,16.79,17.14,8.85,6.77,125.24,30.79,1.45,5.21,10.33
5/08/2020,71.7,17.3218,16.63,16.91,8.52,6.64,124.44,30.3,1.425,5.14,10.08
6/08/2020,71.71,17.5004,16.76,17.04,8.58,6.68,124.92,30.94,1.445,5.07,10.09
7/08/2020,71.52,17.5401,16.76,16.96,8.55,6.67,124.68,30.45,1.415,5.03,9.94
10/08/2020,73.98,18.0262,17.32,17.46,8.75,6.86,126.42,30.49,1.395,5.01,10.05
11/08/2020,74.7,18.3437,17.78,17.88,8.84,7.03,126.21,31.51,1.38,5.04,9.97
12/08/2020,74.34,18.7008,18.19,18.28,8.88,7.15,126.93,31.79,1.38,5.12,10.06
13/08/2020,72.43,18.3933,17.95,18.01,8.82,7.02,125.76,32.43,1.53,5.1,10.74
14/08/2020,71.76,18.5322,18.04,18.22,8.81,7,126.18,32.24,1.56,5.1,10.98
17/08/2020,70.76,18.1155,17.59,17.75,8.7,6.54,126.69,31.38,1.495,5.06,10.74
18/08/2020,70.48,17.927,17.18,17.61,8.65,6.38,127.62,31.37,1.465,5.08,10.8
19/08/2020,71.04,18.5322,17.4,17.89,8.8,6.4,128.08,30.97,1.445,5.09,10.82
20/08/2020,70.26,18.3139,17.26,17.7,8.69,6.45,129.5,31.9,1.435,5.05,10.9
21/08/2020,69.63,18.2345,17.23,17.65,9.65,6.42,127.43,31.88,1.43,4.98,10.65
24/08/2020,68.95,18.0659,17.11,17.54,9.47,6.37,127.73,31.21,1.445,5.01,10.6
25/08/2020,70.45,18.6512,17.85,18.28,9.63,6.62,128.96,32,1.475,5.06,10.74
26/08/2020,69.65,18.3933,17.62,18,9.36,6.49,129.34,31.44,1.485,4.97,10.56
27/08/2020,69.07,18.1849,17.4,17.8,9.38,6.45,128.91,31.52,1.495,4.94,10.49
28/08/2020,69.09,18.2544,17.56,17.93,9.42,6.51,128.24,31.39,1.505,4.89,10.67
31/08/2020,68.28,18.1353,17.54,17.93,9.3,6.54,127.7,31,1.53,4.77,10.61
1/09/2020,66.79,17.6294,17.05,17.4,9.04,6.33,125.64,30.62,1.54,4.78,9.94
2/09/2020,67.61,17.9072,17.32,17.62,9.22,6.43,127.7,30.83,1.615,4.85,10.11
3/09/2020,68.18,18.2246,17.6,17.89,9.4,6.53,130.2,30.82,1.66,4.92,10.1
4/09/2020,66.73,17.6691,17.06,17.35,9.07,6.36,126.2,29.59,1.63,4.75,9.82
7/09/2020,67.37,17.9865,17.38,17.61,9.16,6.39,126.76,29.41,1.59,4.79,9.84
8/09/2020,68.49,18.2147,17.66,17.9,9.26,6.52,128.14,29.43,1.57,4.88,9.79
9/09/2020,66.79,17.6691,17.07,17.44,9.06,6.38,126,28.33,1.52,4.76,9.48
10/09/2020,66.72,17.5698,17,17.32,9.12,6.34,127.39,28.86,1.57,4.82,9.65
11/09/2020,65.8,17.3913,16.81,17.15,8.97,6.24,126.1,28.31,1.54,4.71,9.37
14/09/2020,66.17,17.5401,16.97,17.4,9.01,6.3,120.2,28.23,1.545,4.67,9.37
15/09/2020,65.03,17.2127,16.72,17.16,8.95,6.15,118.69,28.06,1.495,4.66,9.28
16/09/2020,65.7,17.1631,16.76,17.15,9.07,6.13,119.62,28.36,1.51,4.7,9.2
17/09/2020,65,17.1829,16.81,17.3,8.86,6.13,119.63,28.34,1.525,4.6,8.93
18/09/2020,64.37,16.9349,16.64,17.29,8.78,6.02,122.56,28.09,1.4,4.53,8.94
21/09/2020,63.5,16.7166,16.4,17.04,8.67,5.95,121.14,27.99,1.36,4.54,8.88
22/09/2020,63.07,16.3297,16.05,16.64,8.41,5.88,120,27.79,1.355,4.47,8.72
23/09/2020,64.27,16.7166,16.39,17.12,8.56,6.05,122.23,28,1.36,4.6,8.87
24/09/2020,64.2,16.7365,16.37,17.19,8.44,6.09,121.73,27.96,1.355,4.5,8.71
25/09/2020,66.13,17.7881,17.58,18.37,8.59,6.38,121.67,28.33,1.345,4.62,8.68
28/09/2020,65.49,17.5599,17.38,18.22,8.71,6.34,121.68,28.54,1.355,4.55,8.65
29/09/2020,65.02,17.4409,17.16,18.08,8.77,6.2,122.42,29.25,1.35,4.54,8.79
30/09/2020,63.61,17.0837,16.84,17.75,8.45,6.04,119.57,27.97,1.305,4.38,8.61
1/10/2020,64.04,17.2524,16.92,17.83,8.6,6.14,120.41,28.39,1.345,4.5,8.6
2/10/2020,63.72,16.9448,16.57,17.49,8.41,6,119.1,27.96,1.325,4.41,8.56
5/10/2020,65.99,17.6591,17.29,18.19,8.73,6.33,122.65,29.3,1.37,4.63,8.9
6/10/2020,66.15,17.7484,17.41,18.24,8.7,6.3,123.4,29.05,1.345,4.64,8.95
7/10/2020,67.57,18.1651,17.86,18.6,8.82,6.37,126.92,29.18,1.36,4.69,9.2
8/10/2020,68.11,18.3933,18.12,18.76,8.83,6.34,129.43,29.6,1.36,4.68,9.32
9/10/2020,67.71,18.4627,18.21,18.69,8.79,6.36,129.77,29.93,1.415,4.73,9.18
12/10/2020,68.61,18.8298,18.55,18.99,8.91,6.41,129.61,30.2,1.415,4.79,9.09
13/10/2020,69.38,19.3457,18.96,19.35,9.14,6.59,130.97,30.42,1.42,4.9,9.38
14/10/2020,68.67,19.1473,18.7,19.1,8.82,6.53,131.18,29.59,1.405,4.78,9.11
15/10/2020,69.28,19.2068,18.78,19.23,8.94,6.69,132.57,29.81,1.41,4.78,9.15
16/10/2020,69.24,19.1572,18.66,19.22,8.87,6.86,134.34,30.29,1.42,4.79,8.85
19/10/2020,70.01,19.3556,18.78,19.4,9,6.87,136.04,30.52,1.455,4.87,8.96
20/10/2020,69.14,19.1671,18.51,19.19,8.91,6.75,134.8,29.9,1.445,4.76,8.69
21/10/2020,69.67,19.4449,18.69,19.5,8.97,6.75,136.13,29.93,1.44,4.81,8.73
22/10/2020,69.33,19.3457,18.6,19.41,8.8,6.49,136.08,29.81,1.36,4.9,8.8
23/10/2020,69.9,19.6235,18.78,19.53,8.75,6.63,136.18,29.33,1.355,4.84,8.86
26/10/2020,69.71,19.5243,18.7,19.33,8.67,6.67,136.45,29.13,1.345,4.94,8.86
27/10/2020,68.75,19.3457,18.56,19.09,8.44,6.82,135.17,28.06,1.3,4.82,8.51
28/10/2020,68.45,19.0084,18.31,18.88,8.44,6.7,131.55,27.87,1.305,4.73,8.39
29/10/2020,68.14,18.552,17.95,18.6,8.24,6.56,127.84,27.57,1.28,4.65,8.25
30/10/2020,69.02,18.6611,17.91,18.6,8.21,6.69,126.75,27.2,1.53,4.77,8.25
2/11/2020,68.87,19.1076,17.8,18.82,8.12,6.78,127.37,27.03,1.68,4.68,8.24
3/11/2020,69.82,19.3159,17.7,18.9,8.22,6.94,130.83,27.82,1.66,4.8,8.59
4/11/2020,68.41,19.1473,17.35,18.7,8.19,6.83,132.87,27.99,1.665,4.76,8.59
5/11/2020,69.67,19.3159,17.7,19.31,8.19,6.92,132.45,27.68,1.67,4.83,8.5
6/11/2020,69.79,19.4449,17.77,19.57,8.3,6.91,135.45,27.67,1.7,4.85,8.78
9/11/2020,70.31,19.0679,17.76,19.76,8.57,6.92,136.44,28.28,1.71,5.01,9.24
10/11/2020,72.4,20.0302,18.68,21.26,9.15,7.21,139.18,30.3,1.695,5.19,9.86
11/11/2020,74.4,20.6652,18.73,21.82,9.5,7.45,142.04,30.29,1.72,5.33,10.12
12/11/2020,73.07,20.437,18.38,21.3,9.41,7.4,141.02,29.5,1.73,5.31,9.93
13/11/2020,73.14,20.4171,18.34,21.2,9.16,7.43,141.17,29.09,1.74,5.23,9.73
16/11/2020,74.5,21.0322,18.6,21.5,9.26,7.61,141,29.25,1.745,5.31,9.9
17/11/2020,75.39,21.5481,19.02,21.84,9.73,7.95,139.68,30.44,1.73,5.41,10.32
18/11/2020,77.55,21.8358,19.45,22.29,9.72,8.3,139.18,30.18,1.74,5.46,10.41
19/11/2020,78.87,22.2723,19.9,22.7,9.43,8.52,138.01,32.48,1.74,5.36,10
20/11/2020,80,22.1632,19.91,22.73,9.68,8.51,136.67,31.8,1.71,5.24,9.91
