DATE,CBA,ANZ,WBC,NAB,SUN,BEN,MQG,PPT,AMP,IAG,QBE
23/11/2020,79.6,22.1037,19.93,22.74,9.69,8.5,139.7,31.86,1.71,5.13,9.95
24/11/2020,81.16,22.7882,20.45,23.33,9.9,8.8,139.61,32.95,1.725,5.25,10.29
25/11/2020,82.37,23.4728,20.89,24.05,10.21,9.19,141.04,33.86,1.73,5.34,10.41
26/11/2020,81.09,23.066,20.61,23.48,10.21,9.12,138.27,33.98,1.73,5.28,10.33
27/11/2020,80.71,22.9073,20.43,23.32,10.18,9.13,137.49,33.74,1.74,5.32,10.27
30/11/2020,79.07,22.4608,20.13,22.89,10.09,8.9,138.67,33.47,1.71,5.15,10
1/12/2020,80.25,22.6989,20.28,23.04,10.13,8.94,140.19,34.01,1.73,5.25,10.15
2/12/2020,80.1,22.8477,20.3,23,10.15,8.99,138.34,33.98,1.765,5.27,10.08
3/12/2020,79.56,22.8279,20.2,22.97,10.1,8.97,138.6,34.1,1.71,5.15,9.94
4/12/2020,80.18,23.1156,20.27,23.13,10.16,9.24,141.82,34.3,1.72,5.12,9.97
7/12/2020,80.74,23.1553,20.27,23.25,10.2,9.23,140.95,34.5,1.74,5.2,9.96
8/12/2020,81.81,23.2148,20.14,23.31,10.2,9.2,141.03,34.11,1.74,5.22,9.94
9/12/2020,83.18,23.1156,20.07,23.44,10.18,9.23,139.77,34.04,1.74,5.2,9.95
10/12/2020,83.09,22.9866,19.99,23.54,10.15,9.25,139.15,36.02,1.74,5.15,9.88
11/12/2020,82.39,22.7585,19.95,23.33,10.02,9.38,138.08,34.82,1.715,5.08,9.76
14/12/2020,83.92,22.9966,20.03,23.55,10.16,9.5,137.8,34.83,1.745,5.12,9.86
15/12/2020,83.07,22.7882,19.93,23.38,10.15,9.34,137.53,34.77,1.735,5.13,9.93
16/12/2020,83.85,23.0958,20.09,23.61,10.07,9.34,138.42,34.77,1.72,5.09,9.9
17/12/2020,84.72,23.3934,20.21,23.85,10.04,9.46,141.58,35.58,1.735,5.08,9.95
18/12/2020,83.16,23.0561,19.9,23.37,9.74,9.36,137.96,34.85,1.695,4.91,8.71
21/12/2020,83,23.1255,19.88,23.3,9.88,9.45,137.65,35.27,1.615,4.85,8.75
22/12/2020,82.42,22.7287,19.56,22.93,9.8,9.43,137.25,34.52,1.605,4.74,8.7
23/12/2020,83.18,22.9172,19.56,22.98,9.94,9.45,138.88,34.94,1.58,4.79,8.8
24/12/2020,83.15,22.8477,19.55,23,9.92,9.48,140.11,35.04,1.595,4.82,8.86
29/12/2020,84.01,22.9767,19.66,23.11,9.97,9.5,140.52,35.31,1.595,4.84,8.81
30/12/2020,83.59,22.8874,19.66,23.03,9.9,9.49,140.49,35.01,1.59,4.78,8.69
31/12/2020,82.11,22.5204,19.37,22.6,9.74,9.32,138.48,34.76,1.56,4.7,8.53
4/01/2021,83.75,22.8577,19.63,22.93,9.85,9.45,140,35.15,1.56,4.72,8.55
5/01/2021,83.23,22.7882,19.52,22.69,9.77,9.42,139.11,34.8,1.535,4.65,8.33
6/01/2021,82.9,22.5997,19.37,22.41,9.96,9.4,135.82,35,1.57,4.7,8.34
7/01/2021,84.58,23.4529,19.99,23.04,10.25,9.75,138.45,36.21,1.615,4.75,8.56
8/01/2021,85.63,23.6513,20.28,23.35,10.26,9.76,140.95,36.39,1.61,4.75,8.56
11/01/2021,85.16,23.6613,20.29,23.21,10.39,9.74,140.01,36,1.6,4.9,8.47
12/01/2021,85.88,23.8597,20.49,23.46,10.7,9.77,138.79,36.22,1.61,5,8.58
13/01/2021,85.97,23.9688,20.6,23.48,10.73,9.89,136.96,36.25,1.58,5.04,8.72
14/01/2021,86.33,24.4053,21.03,23.78,10.56,9.86,138.3,35.97,1.58,5.1,8.73
15/01/2021,85.38,24.4648,21.35,24.14,10.42,9.88,137.33,35.52,1.565,5.05,8.57
18/01/2021,84.67,24.0878,21.19,23.65,10.32,9.68,136.65,35.38,1.55,5.02,8.08
19/01/2021,85.11,24.4847,21.6,24.02,10.54,9.69,138.83,35.65,1.555,5.07,8.18
20/01/2021,84.37,24.2664,21.58,23.91,10.56,9.69,138.44,35.43,1.555,5.12,8.3
21/01/2021,85.32,24.5442,21.82,24.3,10.56,9.64,139.45,35.89,1.565,5.12,8.44
22/01/2021,85.09,24.445,21.78,24.12,10.45,9.57,137.1,34.16,1.555,5,8.45
25/01/2021,85.27,24.4847,21.79,24.13,10.42,9.59,137.08,33.67,1.55,4.98,8.39
27/01/2021,86.6,24.3557,21.66,24.22,10.49,9.69,135.64,33.19,1.525,4.97,8.31
28/01/2021,85.14,24.0283,21.46,23.92,10.33,9.55,133.4,32.06,1.47,4.96,8.14
29/01/2021,83.51,23.5224,21.13,23.54,10.08,9.2,131.4,32.27,1.485,4.85,8.03
1/02/2021,84.68,23.8696,21.21,23.81,10.05,9.36,132.13,31.91,1.5,4.86,8.07
2/02/2021,86.59,24.1573,21.42,24.24,10.19,9.41,134.29,32.59,1.51,4.87,8.26
3/02/2021,87.59,24.6037,21.75,24.71,10.22,9.77,135.11,33.3,1.55,4.97,8.4
4/02/2021,87.06,24.5839,21.71,24.7,10.14,9.78,134.7,33.43,1.53,4.86,8.31
5/02/2021,88.64,25.0899,22.15,25.23,10.51,9.93,134.52,34.04,1.575,4.94,8.65
8/02/2021,88.62,25.199,22.45,25.46,10.44,9.85,134.25,33.74,1.56,4.94,8.5
9/02/2021,87.42,24.7327,22.17,25.03,10.73,9.57,143.14,33.13,1.525,5.06,8.49
10/02/2021,86.12,24.6434,22.23,24.98,10.57,9.65,147.37,32.94,1.54,5.29,8.73
11/02/2021,87.05,24.693,22.29,25.05,10.51,9.58,146.21,32.39,1.37,5.35,8.78
12/02/2021,86.87,24.6236,22.14,24.93,10.52,9.49,144.28,32.74,1.32,5.34,8.66
15/02/2021,86.31,25.0204,22.4,25.29,10.29,10.56,145.38,33.06,1.34,5.31,8.7
16/02/2021,85.91,25.2684,22.51,25.56,10.24,11.28,146.99,33.55,1.36,5.2,8.79
17/02/2021,84.28,25.6157,23.54,25.6,10.24,11.07,145.67,33.48,1.38,5.14,8.76
18/02/2021,83.62,26.3399,24.37,25.53,9.87,10.35,145.56,31.4,1.35,5.05,8.72
19/02/2021,82.51,26.3994,24.09,25.11,9.8,10.03,142.26,30.74,1.35,4.95,8.99
22/02/2021,81.9,26.2903,23.72,24.57,9.73,9.87,147.15,30.48,1.335,4.92,9.49
23/02/2021,83.29,26.5978,24.16,24.85,9.94,9.96,148.37,31.12,1.36,5.07,9.55
24/02/2021,82.78,26.4193,24.05,24.9,10.09,9.91,146.9,31.81,1.375,5.03,9.42
25/02/2021,83.7,26.5581,24.36,25.15,10.26,10.1,145.32,31.66,1.395,5.11,9.52
26/02/2021,81.56,25.9629,23.82,24.64,9.94,9.77,142.48,30.66,1.5,4.99,9.29
1/03/2021,84.11,26.3796,24.19,25.14,10.1,9.88,145.35,31.31,1.45,4.96,9.24
2/03/2021,84.49,26.6772,24.16,25.26,10.26,9.97,146.84,31.27,1.44,4.93,9.24
3/03/2021,85.4,27.3419,24.53,25.7,10.2,10.23,147.74,31.89,1.45,4.88,9.28
4/03/2021,86.38,28.1653,24.84,26.31,10.23,10.25,146.43,31,1.415,4.88,9.54
5/03/2021,86.45,28.6118,24.87,26.39,10.11,10.25,144.2,30.26,1.41,4.82,9.43
8/03/2021,87.32,28.4927,24.74,26.43,10.23,10.31,148.45,31.14,1.43,4.81,9.4
9/03/2021,87.89,28.8697,24.92,26.65,10.53,10.19,152.05,32.27,1.465,4.62,9.76
10/03/2021,86.72,28.2844,24.6,26.24,10.53,10.13,150.36,32,1.46,4.56,9.59
11/03/2021,86.45,27.9967,24.53,26.12,10.57,10.1,148.65,32.04,1.43,4.62,9.63
12/03/2021,86.49,28.0165,24.45,26.1,10.65,10.02,149.6,32.18,1.425,4.65,9.66
15/03/2021,86.4,28.1752,24.58,26.14,10.61,9.81,149.74,32.36,1.455,4.66,9.75
16/03/2021,87.18,28.334,24.73,26.25,10.59,9.82,151.06,32.35,1.46,4.68,9.78
17/03/2021,87.11,28.1455,24.67,26.24,10.34,9.74,151.36,32.49,1.425,4.74,9.69
18/03/2021,85.75,27.9173,24.44,26.01,10.1,9.6,151.44,33.54,1.415,4.77,9.67
19/03/2021,84.71,28.0066,24.52,25.93,10.13,9.68,148.8,33.71,1.41,4.86,9.78
22/03/2021,85.08,28.1455,24.66,26.12,9.92,9.77,150.91,32.87,1.415,4.75,9.49
23/03/2021,84.77,27.7784,24.43,25.94,9.88,9.63,151.02,33.18,1.395,4.78,9.59
24/03/2021,86.37,27.7784,24.19,25.84,9.99,9.6,151.51,32.87,1.385,4.84,9.64
25/03/2021,86.54,27.6792,24.12,25.97,9.9,9.65,152.77,32.68,1.3325,4.8,9.52
26/03/2021,86,27.9471,24.34,26.17,9.92,9.86,153.4,33.31,1.345,4.79,9.65
29/03/2021,85.57,27.7685,24.34,26.13,9.88,9.94,151.46,33.14,1.3,4.72,9.56
30/03/2021,85.4,27.8776,24.36,25.91,9.75,9.89,150.56,32.26,1.285,4.63,9.46
31/03/2021,86.1,27.957,24.41,26,9.9,10.06,152.83,32.99,1.265,4.68,9.62
1/04/2021,86.21,28.0165,24.54,26.1,10.25,9.97,152.12,33.03,1.325,4.79,9.78
6/04/2021,86.03,28.1256,24.7,26.23,10.11,10.06,152.18,33.41,1.26,4.83,9.77
7/04/2021,86.53,28.2149,24.84,26.34,10.32,10.11,151.69,33.43,1.245,4.83,9.72
8/04/2021,87.12,28.5126,25.16,26.63,10.32,10.23,153.61,34.34,1.28,4.93,9.93
9/04/2021,87.13,28.5126,25.21,26.72,10.34,10.22,154.8,34.06,1.26,4.89,9.78
12/04/2021,86.72,28.6415,25.3,26.83,10.36,10.3,153.92,34.08,1.26,4.83,9.73
13/04/2021,87.19,28.6713,25.31,26.79,10.37,10.19,154.25,34.35,1.24,4.82,9.78
14/04/2021,87.8,28.6614,25.33,26.72,10.25,10.27,155.31,34.35,1.23,4.75,9.77
15/04/2021,87.91,28.6911,25.5,26.84,10.46,10.39,157.85,34.37,1.22,4.82,9.91
16/04/2021,87.99,28.5919,25.32,26.72,10.45,10.26,156.25,34.17,1.19,4.86,9.77
19/04/2021,88.84,28.701,25.36,26.68,10.43,10.33,157.28,34.34,1.18,4.82,9.65
20/04/2021,87.74,28.4332,25.24,26.5,10.4,10.35,156,34.32,1.2,4.81,9.56
21/04/2021,88.17,28.1951,24.98,26.21,10.38,10.32,155.84,34.03,1.165,4.75,9.51
22/04/2021,89.14,28.3538,25.11,26.39,10.32,10.43,156.4,33.8,1.125,4.69,9.43
23/04/2021,89.39,28.4729,25.12,26.46,10.4,10.59,158.45,33.91,1.135,4.66,9.47
26/04/2021,89.05,28.4629,25.08,26.66,10.38,10.52,158.24,35.39,1.14,4.7,9.35
27/04/2021,89.33,28.7209,24.99,26.61,10.41,10.48,158.85,35.2,1.12,4.74,9.2
28/04/2021,90.21,28.8697,25.3,26.91,10.49,10.46,160.88,35.19,1.095,4.87,9.52
29/04/2021,90,28.711,25.19,26.77,10.64,10.41,160.52,35.1,1.135,4.92,9.74
30/04/2021,89.04,28.5126,24.98,26.66,10.51,10.33,160.49,34.65,1.115,4.9,9.86
3/05/2021,89.7,28.8697,26.23,27.23,10.58,10.52,160.19,34.24,1.09,4.87,9.99
4/05/2021,90.45,28.6018,25.99,27.25,10.69,10.49,160.28,34.49,1.085,4.93,10.04
5/05/2021,92.72,27.6792,25.96,27.37,10.84,10.47,161.11,35.15,1.075,5.04,10.45
6/05/2021,92.94,27.4312,26.02,26.56,10.94,10.27,159,35.59,1.07,5.14,10.78
7/05/2021,93.92,27.5304,26.09,26.78,10.98,10.33,158.45,35.58,1.075,5.13,10.63
10/05/2021,95.15,27.1633,26.42,27.09,11.06,10.43,158.21,35.55,1.125,5.1,10.68
11/05/2021,94.58,26.8558,26.08,26.81,10.98,10.39,155.94,35.22,1.09,5.08,10.58
12/05/2021,95.57,26.707,25.77,26.54,10.4,10.01,154.26,34.6,1.08,4.97,10.5
13/05/2021,95.98,26.9351,25.19,25.96,10.3,10.18,154.86,34.64,1.07,4.93,10.59
14/05/2021,96.58,27.203,25.41,26.22,10.29,10.21,158.34,35.02,1.09,4.91,10.52
17/05/2021,97.79,27.0939,25.33,26.05,10.25,10.29,150.59,35.28,1.095,4.83,10.45
18/05/2021,97.76,27.4808,25.46,26.37,10.61,10.26,154.13,35.28,1.095,4.86,10.63
19/05/2021,95.32,27.0939,25.18,26.02,10.53,10.11,149.97,34.37,1.065,4.8,10.35
20/05/2021,98.4,27.6395,25.52,26.44,10.61,10.33,150.36,34.98,1.09,4.85,10.51
21/05/2021,98.05,27.7784,25.65,26.47,10.63,10.28,151.28,35.53,1.125,4.85,10.59
24/05/2021,98.76,27.9371,25.98,26.65,10.67,10.26,149.17,35.61,1.085,4.88,10.7
25/05/2021,99.63,28.2248,26.2,26.88,10.87,10.38,152.92,36.77,1.075,4.93,10.86
26/05/2021,99.58,28.2745,26.27,26.82,10.95,10.36,152.61,36.11,1.065,4.96,10.82
27/05/2021,98.97,28.3141,26.09,26.71,11.04,10.24,151.77,37.25,1.155,4.89,10.97
28/05/2021,100.56,28.6316,26.46,27.09,11.17,10.47,152.47,38.06,1.175,4.99,11.02
31/05/2021,99.72,28.4828,26.42,26.95,11.12,10.35,151.93,37.72,1.125,5.02,10.95
1/06/2021,99.46,28.086,26.2,26.73,11.03,10.26,150.38,37.8,1.115,4.96,10.94
2/06/2021,100.33,28.1256,26.22,26.88,11.15,10.36,151.99,38.13,1.12,5.04,11.12
3/06/2021,101.21,28.5423,26.5,27.12,11.2,10.36,152.44,38.43,1.12,5.1,11.13
4/06/2021,102.52,28.9689,26.87,27.51,11.3,10.89,154,38.72,1.15,5.23,11.33
7/06/2021,101.93,28.5919,26.63,26.64,11.24,10.78,153.49,38.6,1.175,5.24,11.3
8/06/2021,101.48,28.5324,26.73,26.77,11.24,10.72,153.42,39,1.175,5.25,11.25
9/06/2021,101.08,28.5026,26.55,26.56,11.26,10.64,151.41,38.71,1.165,5.22,11.23
10/06/2021,101.85,28.4629,26.59,26.62,11.29,10.54,152.51,38.97,1.205,5.23,11.47
11/06/2021,101.36,28.0264,26.29,26.46,11.22,10.44,151.56,38.88,1.22,5.22,11.32
15/06/2021,103.45,28.4332,26.55,26.67,11.2,10.47,153.88,39.21,1.22,5.11,11.34
16/06/2021,104.82,28.6911,26.55,26.86,11.34,10.62,154.97,39.12,1.235,5.17,11.37
17/06/2021,105.91,28.9987,26.94,27.01,11.37,10.81,154.02,38.71,1.225,5.22,11.47
18/06/2021,103.69,28.7507,26.88,26.87,11.32,10.91,154.26,39.01,1.245,5.24,11.52
21/06/2021,98.06,27.8578,26.15,26.42,11.04,10.33,150.9,38.11,1.17,5.07,10.91
22/06/2021,100.23,28.453,26.61,26.73,11.28,10.68,153.56,38.67,1.18,5.21,11.26
23/06/2021,99.2,28.0463,26.08,26.37,11.08,10.44,153.4,38.65,1.16,5.08,11.15
24/06/2021,98.65,27.8181,25.83,26.09,10.9,10.23,152.45,38.86,1.16,5.05,10.99
25/06/2021,99.26,28.0562,25.89,26.18,11.01,10.35,154.93,39.21,1.195,5.06,11.08
28/06/2021,99.87,27.9669,25.82,26.12,10.96,10.4,154.9,39.04,1.17,5.09,10.92
29/06/2021,100.48,28.0165,25.86,26.11,10.9,10.52,155.5,38.96,1.15,5.02,10.77
30/06/2021,99.87,27.9272,25.81,26.22,11.11,10.49,156.43,40.05,1.125,5.16,10.79
1/07/2021,98.7,27.8082,25.65,26.04,10.98,10.3,154.73,39.6,1.13,5.01,10.72
2/07/2021,99.49,28.0959,25.64,26.23,11.11,10.56,156.91,40.38,1.135,5.06,10.66
5/07/2021,99.18,27.8677,25.53,26.15,11.18,10.35,156.96,39.79,1.115,5.06,10.51
6/07/2021,98.62,27.7982,25.45,26.1,11.18,10.21,155.8,38.65,1.1,4.98,10.54
7/07/2021,99.71,27.9173,25.6,26.31,11.25,10.18,156.46,38.59,1.12,4.95,10.65
8/07/2021,99.49,27.7189,25.53,26.21,11.36,10.27,157.17,38.75,1.12,4.98,10.68
9/07/2021,98.59,27.6296,25.37,26.08,11.27,10.21,154.19,38.25,1.11,4.87,10.5
12/07/2021,99.17,27.7486,25.52,26.22,11.38,10.34,155.59,38.58,1.13,4.91,10.65
13/07/2021,98.39,27.5998,25.33,26.24,11.32,10.33,155.11,38.44,1.12,4.85,10.71
14/07/2021,98.78,27.4312,25.27,26.26,11.38,10.22,155.02,38.99,1.12,4.91,10.72
15/07/2021,98.31,27.2724,24.99,26.02,11.39,10.12,153.71,38.73,1.11,4.92,10.69
16/07/2021,98.19,27.2129,24.91,25.96,11.5,10.12,155.49,39.1,1.1,4.93,10.72
19/07/2021,97.68,26.9351,24.69,25.65,11.37,10.11,153.71,38.15,1.075,4.83,10.59
20/07/2021,97.61,27.1038,24.52,25.47,11.24,10.05,153.21,37.98,1.06,4.83,10.43
21/07/2021,98.42,27.4312,24.76,25.74,11.48,10.21,155.17,38.29,1.07,4.85,10.58
22/07/2021,99.88,27.7784,24.93,26.04,11.46,10.3,157.47,38.46,1.085,4.86,10.73
23/07/2021,99.12,27.4709,24.71,26.04,11.4,10.25,157.7,38.4,1.09,4.91,10.63
26/07/2021,99.14,27.451,24.62,25.94,11.4,10.24,158.88,37.68,1.075,5.02,10.78
27/07/2021,100.71,27.6891,24.79,25.98,11.52,10.28,157.78,37.78,1.075,4.95,10.83
28/07/2021,99.3,27.5205,24.56,25.91,11.56,10.26,156.68,37.26,1.065,4.9,10.71
29/07/2021,99.45,27.5304,24.52,25.77,11.57,10.3,157.13,37.87,1.065,4.9,10.82
30/07/2021,99.65,27.4907,24.52,25.93,11.54,10.33,156.9,37.52,1.04,4.85,10.89
2/08/2021,101.66,27.9867,25.03,26.55,11.8,10.53,157.8,38.61,1.075,4.91,11.1
3/08/2021,101.45,27.7883,24.8,26.34,11.84,10.43,156.06,38.8,1.07,4.87,10.99
4/08/2021,102.23,27.8479,24.84,26.32,11.85,10.45,155.61,38.66,1.065,4.86,11.03
5/08/2021,103.41,28.0066,24.89,26.54,11.8,10.58,157.07,38.57,1.065,4.87,11.07
6/08/2021,103.75,28.2745,25.12,26.69,11.86,10.64,157.78,38.61,1.065,4.99,11.22
9/08/2021,104.94,28.6614,25.36,26.92,12.79,10.7,158.75,38.79,1.065,5.22,11.58
10/08/2021,106.56,28.6514,25.58,26.97,12.8,10.84,159.1,38.74,1.065,5.28,11.63
11/08/2021,108.17,28.9987,25.77,27.22,12.79,10.97,159.97,39.6,1.08,5.14,11.57
12/08/2021,105.88,29.1177,25.76,27.27,12.78,11.01,163.13,39.53,1.115,5.45,12.51
13/08/2021,104.03,29.2963,26.16,27.7,12.37,11.1,164.48,39.73,1.155,5.43,12.58
16/08/2021,102.54,28.5026,25.79,27.72,12.37,10,163.25,39.43,1.1,5.42,12.54
17/08/2021,99,28.1951,25.45,27.45,12.33,9.86,162.74,39.47,1.065,5.31,12.45
18/08/2021,99.77,28.2447,25.81,27.63,12.35,9.95,163.65,39.47,1.055,5.3,12.64
19/08/2021,99.22,28.1356,25.82,27.51,12.32,9.99,164.98,39.12,1.065,5.38,12.38
20/08/2021,99.27,28.086,25.76,27.41,12.29,9.8,163.57,38.91,1.06,5.4,12.21
23/08/2021,100.17,28.0959,25.78,27.39,12.25,9.81,164.13,39,1.075,5.35,11.87
24/08/2021,99.91,28.1653,25.91,27.4,12.26,9.9,165,39.29,1.085,5.42,12.02
25/08/2021,100.32,28.2447,26.15,27.68,12.16,9.93,164.41,40.24,1.12,5.36,12.04
26/08/2021,100.99,28.2248,26.01,27.53,12.19,9.99,164.36,40.78,1.125,5.35,12
27/08/2021,101.54,28.0959,25.99,27.64,12.41,10.01,165.6,40.87,1.13,5.38,12.03
30/08/2021,100.42,27.7784,25.8,27.54,12.45,10.07,165.99,41.5,1.11,5.34,11.87
31/08/2021,100.12,27.6296,25.82,27.73,12.48,10.04,166.74,42.27,1.1,5.24,11.83
1/09/2021,101,27.7586,26.11,28.34,12.56,10.12,166.8,41.66,1.1,5.29,12.05
2/09/2021,101.37,27.6891,26.03,28.49,12.52,10.09,168.05,40.79,1.09,5.31,11.7
3/09/2021,101.84,27.6494,26.02,28.7,12.66,9.94,169.18,41.38,1.12,5.4,11.7
6/09/2021,102.16,27.8875,25.99,28.86,12.83,9.88,170.1,41.29,1.105,5.45,11.84
7/09/2021,102.14,27.8578,26.03,28.67,12.82,9.78,171.1,41.47,1.085,5.42,11.99
8/09/2021,102.92,27.7982,26.09,28.85,12.94,9.89,179.13,41.78,1.085,5.39,11.94
9/09/2021,100.55,27.2923,25.6,28.4,12.66,9.62,175.34,41.62,1.05,5.26,11.74
10/09/2021,101.09,27.3717,25.65,28.45,12.7,9.64,174.23,42.26,1.055,5.33,11.84
13/09/2021,101.3,27.4014,25.64,28.18,12.55,9.56,175.06,42.16,1.035,5.26,11.93
14/09/2021,101.58,27.4907,25.72,28.23,12.72,9.58,178.31,41.52,1.025,5.24,11.97
15/09/2021,101.41,27.3915,25.79,28.14,12.59,9.5,178.01,40.59,1,5.15,11.72
16/09/2021,102.85,27.6494,26,28.2,12.6,9.68,179.86,40.78,1,5.1,11.7
17/09/2021,102.88,27.4808,25.88,27.89,12.48,9.61,180.17,40.18,0.99,5.05,11.61
20/09/2021,100.81,26.9252,25.3,27.34,12.4,9.31,173.69,38.6,0.945,5,11.27
21/09/2021,100.34,26.9351,25.19,27.1,12.43,9.24,171.93,38.06,0.93,5.02,11.27
22/09/2021,99.64,26.8756,24.91,26.91,12.17,9.19,172.58,37.65,0.92,4.87,11.2
23/09/2021,100.8,27.1633,25.07,27.07,12.37,9.35,177.08,38.29,0.965,4.84,11.5
24/09/2021,101.7,27.1931,25.25,27.35,12.45,9.36,178.6,38.23,0.985,4.8,11.7
27/09/2021,104.59,27.5502,25.46,27.58,12.52,9.49,180.78,39.09,0.985,4.81,11.72
28/09/2021,104,27.4014,25.31,27.49,12.45,9.4,181.07,39.23,1.03,4.82,11.6
29/09/2021,102.62,27.2724,25.17,27.24,12.45,9.26,177.97,38.23,1,4.9,11.43
30/09/2021,104.33,27.9272,26,27.83,12.56,9.45,182,38.23,0.99,4.92,11.66
1/10/2021,100.08,27.2228,25.41,27.27,12.37,9.31,176.7,36.97,1.025,4.86,11.31
4/10/2021,105.16,27.8082,25.95,27.8,12.58,9.47,178.12,37.41,1.06,4.94,11.41
5/10/2021,105.5,27.6098,25.81,27.78,12.56,9.37,178.42,35.95,1.03,5.02,11.5
6/10/2021,103.42,27.3121,25.65,27.55,12.63,9.3,177.71,35.8,1.03,5.08,11.82
7/10/2021,103.41,27.5899,26.01,27.99,12.56,9.45,180.66,36.38,1.055,5.12,12.01
8/10/2021,104.45,27.7387,25.96,28.38,12.69,9.5,182.28,36.7,1.08,5.19,12.23
11/10/2021,104.69,27.8677,26.06,28.4,12.77,9.53,181.52,36.42,1.105,5.35,11.94
